ritz_wl_air(nm)	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	g_i	g_k	Type	
"405.77702"	"7.2e+05"	D	"3.84961210"	"6.9042255"	13	11		
"405.87689"	"6.7e+07"	B	"3.85036371"	"6.9042255"	11	11		
"406.57036"	"3.5e+07"	D	"4.1055150"	"7.1541681"	9	11		
"408.173201"	"1.2e+06"	D	"2.70991379"	"5.74659540"	3	5		
"409.76430"	"5.3e+06"	D	"2.88945207"	"5.9143426"	5	7		
"410.957475"	"3.1e+06"	D	"2.70878630"	"5.72489453"	5	7		
"411.13503"	"1.2e+07"	D	"2.89953685"	"5.9143426"	7	7		
"412.65120"	"6.71e+06"	B	"2.54410014"	"5.5478291"	13	13		
"416.55153"	"7.5e+07"	D	"4.4490806"	"7.4246850"	11	13		
"420.35890"	"5.7e+06"	D	"2.54383615"	"5.49248971"	5	5		
"420.44650"	"3.1e+07"	D	"3.9795577"	"6.9275970"	13	11		
"421.15262"	"7.1e+05"	D	"2.98256889"	"5.9256654"	11	11		
"421.31753"	"7.9e+06"	D	"3.07899825"	"6.0209429"	7	9		
"422.272739"	"5.6e+06"	D	"3.01279642"	"5.94808628"	5	7		
"423.04705"	"5.1e+06"	D	"3.01114742"	"5.94106486"	3	5		
"423.2263"	"1.7e+07"	D	"4.2074798"	"7.136156"	5	7		
"423.45150"	"2.2e+06"	D	"3.12159404"	"6.04871307"	9	11		
"423.59981"	"6.6e+06"	D	"3.00997115"	"5.9360654"	1	3		
"423.77017"	"4.0e+06"	D	"3.01114742"	"5.9360654"	3	3		
"423.894915"	"7.4e+06"	D	"3.01062753"	"5.93468472"	9	9		
"424.282681"	"1.8e+06"	D	"3.01329987"	"5.93468472"	7	9		
"424.833043"	"2.8e+06"	D	"3.01062753"	"5.92822786"	9	7		
"425.222528"	"5.1e+06"	D	"3.01329987"	"5.92822786"	7	7		
"425.433602"	"3.15e+07"	B	"0.00000000"	"2.91348182"	7	9		
"425.54994"	"6.1e+06"	D	"3.00044215"	"5.91312747"	13	15		
"425.734756"	"2.9e+06"	D	"3.01329987"	"5.92472080"	7	5		
"426.13370"	"6.6e+06"	D	"2.91348182"	"5.82217714"	9	11		
"426.16137"	"6.4e+06"	D	"3.12159404"	"6.03010050"	9	7		
"426.23635"	"2.4e+06"	D	"3.07899825"	"5.98699306"	7	9		
"426.31382"	"6.4e+07"	D	"3.84945609"	"6.7569225"	15	17		
"426.87876"	"1.7e+07"	D	"3.9795577"	"6.8831764"	13	13		
"426.99504"	"3.2e+06"	D	"3.08689206"	"5.98972002"	9	11		
"427.10614"	"5.3e+06"	D	"3.10437812"	"6.00645098"	11	13		
"427.290255"	"4.7e+06"	D	"2.89953685"	"5.80035930"	7	9		
"427.479710"	"3.07e+07"	B	"0.00000000"	"2.89953685"	7	7		
"427.59701"	"2.2e+07"	D	"3.87826474"	"6.7770062"	11	11		
"428.04033"	"4.7e+07"	D	"3.84961210"	"6.7453514"	13	15		
"428.08837"	"1.9e+06"	D	"3.42162179"	"6.31703615"	7	7		
"428.29902"	"8.8e+06"	D	"4.2073736"	"7.1013640"	7	7		
"428.85513"	"2.8e+06"	D	"3.0922396"	"5.9824772"	5	7		
"428.97173"	"3.16e+07"	B	"0.00000000"	"2.88945207"	7	5		
"429.19580"	"2.4e+07"	D	"3.42162179"	"6.3095654"	7	5		
"429.354304"	"2.5e+06"	D	"2.91348182"	"5.80035930"	9	9		
"429.60799"	"8.9e+06"	D	"4.6163561"	"7.5015289"	11	9		
"429.62763"	"3.2e+06"	D	"3.0922396"	"5.9772804"	5	3		
"429.66127"	"2.8e+06"	D	"3.84961210"	"6.7344271"	13	13		
"429.704668"	"4.8e+06"	D	"2.70878630"	"5.59330998"	5	7		
"429.77324"	"4.9e+07"	D	"3.85036371"	"6.7344271"	11	13		
"429.80355"	"2.6e+07"	D	"4.6176689"	"7.5015289"	9	9		
"429.970132"	"6.1e+06"	D	"2.89953685"	"5.78227967"	7	7		
"430.05023"	"1.9e+07"	D	"3.43483025"	"6.31703615"	9	7		
"430.11743"	"2.6e+07"	D	"3.44884096"	"6.33059653"	11	9		
"430.27352"	"2.5e+07"	D	"4.6163561"	"7.4970663"	11	11		
"430.543673"	"7.6e+06"	D	"2.88945207"	"5.76835475"	5	5		
"430.76684"	"8.2e+06"	D	"4.6163561"	"7.4937674"	11	13		
"430.9717"	"1.7e+07"	D	"4.2074798"	"7.083523"	5	3		
"431.24675"	"1.7e+06"	D	"3.11278390"	"5.98699306"	7	9		
"431.7901"	"1.1e+07"	D	"4.2073736"	"7.077966"	7	5		
"431.96293"	"1.8e+07"	D	"2.88945207"	"5.75889602"	5	3		
"432.12355"	"3.4e+06"	D	"2.87187333"	"5.74025070"	1	3		
"432.16143"	"1.7e+06"	D	"3.12159404"	"5.98972002"	9	11		
"432.506125"	"1.4e+07"	D	"2.96741996"	"5.83326016"	9	7		
"432.56252"	"2.8e+06"	D	"3.11278390"	"5.9782505"	7	5		
"433.07639"	"1.4e+06"	D	"3.07899825"	"5.94106486"	7	5		
"433.25553"	"2.1e+06"	D	"3.12159404"	"5.9824772"	9	7		
"433.7168"	"2.0e+07"	D	"4.2074798"	"7.065320"	5	7		
"433.755701"	"5.48e+06"	B	"0.96841324"	"3.82599758"	3	5		
"433.87722"	"7.0e+06"	D	"3.37521461"	"6.23199865"	5	7		
"433.944609"	"6.92e+06"	B	"0.98287742"	"3.83921781"	5	7		
"433.971051"	"4.40e+06"	B	"0.96097009"	"3.81713644"	1	3		
