ritz_wl_air(nm)	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	g_i	g_k	Type	
"556.4377"	"3.96e+05"	C	"11.7528949"	"13.9804540"	4	4		
"557.5872"	"3.42e+05"	C	"11.7575319"	"13.9804985"	6	6		
"557.5984"	"2.81e+04"	D+	"11.7575319"	"13.9804540"	6	4		
"558.0083"	"2.00e+05"	C	"11.7638464"	"13.9851355"	8	8		
"559.1756"	"1.35e+04"	D+	"11.7638464"	"13.9804985"	8	6		
"571.314"	"8.94e+04"	D+	"11.9955753"	"14.16513"	4	2		
"572.935"	"8.87e+04"	D+	"11.9955753"	"14.15900"	4	4		
"573.211"	"8.85e+04"	D+	"11.9955753"	"14.15795"	4	6		
"573.4405"	"4.47e+05"	C	"11.8374298"	"13.9989413"	2	4		
"573.591"	"8.94e+05"	C	"11.8374298"	"13.99837"	2	2		
"573.9945"	"7.49e+05"	C	"11.8397086"	"13.9991340"	4	6		
"574.0457"	"5.71e+05"	C	"11.8397086"	"13.9989413"	4	4		
"574.197"	"1.78e+05"	C	"11.8397086"	"13.99837"	4	2		
"574.6958"	"2.21e+05"	D+	"11.9955753"	"14.1523654"	4	6		
"575.2499"	"1.06e+06"	C	"11.8444770"	"13.9991896"	6	8		
"575.2648"	"3.19e+05"	C	"11.8444770"	"13.9991340"	6	6		
"575.3162"	"5.31e+04"	C	"11.8444770"	"13.9989413"	6	4		
"577.1967"	"2.18e+05"	D+	"11.9955753"	"14.1430205"	4	4		
"578.6835"	"2.16e+05"	D+	"11.9955753"	"14.1375033"	4	2		
"599.9431"	"3.64e+06"	C+	"11.6026335"	"13.6686606"	2	2		
"600.8473"	"3.58e+06"	C+	"11.6026335"	"13.6655516"	2	4		
"618.7123"	"9.02e+03"	D+	"12.0001429"	"14.0034956"	4	6		
"619.4313"	"1.21e+05"	C	"12.0001429"	"14.0011704"	4	4		
"620.198"	"2.80e+05"	D+	"11.9955753"	"13.994130"	4	2		
"621.441"	"2.78e+05"	D+	"11.9955753"	"13.990131"	4	4		
"621.6505"	"1.25e+05"	C	"12.0096116"	"14.0034956"	6	6		
"621.9654"	"2.77e+05"	D+	"11.9955753"	"13.9884501"	4	6		
"622.3763"	"1.33e+04"	D+	"12.0096116"	"14.0011704"	6	4		
"623.7672"	"2.81e+05"	C	"12.0096116"	"13.9967297"	6	8		
"623.8587"	"2.62e+05"	C	"12.0001429"	"13.9869696"	4	6		
"626.8461"	"1.85e+04"	C	"12.0096116"	"13.9869696"	6	6		
"627.5512"	"3.75e+05"	D+	"11.9955753"	"13.9707117"	4	6		
"630.3915"	"3.70e+05"	D+	"11.9955753"	"13.9618125"	4	4		
"632.1511"	"3.67e+05"	D+	"11.9955753"	"13.9563396"	4	2		
"639.8402"	"3.95e+05"	C	"11.7500916"	"13.6872930"	2	4		
"640.2364"	"7.89e+05"	C	"11.7500916"	"13.6860943"	2	2		
"640.5255"	"3.68e+05"	C	"11.7528949"	"13.6880236"	4	6		
"640.7675"	"6.30e+05"	C	"11.7528949"	"13.6872930"	4	4		
"641.1648"	"7.86e+05"	C	"11.7528949"	"13.6860943"	4	2		
"641.9872"	"2.23e+05"	C	"11.7575319"	"13.6882547"	6	8		
"642.0641"	"8.97e+05"	C	"11.7575319"	"13.6880236"	6	6		
"642.3072"	"5.47e+05"	C	"11.7575319"	"13.6872930"	6	4		
"644.0938"	"1.33e+06"	C	"11.7638464"	"13.6882547"	8	8		
"644.1711"	"2.94e+05"	C	"11.7638464"	"13.6880236"	8	6		
"648.1706"	"3.43e+06"	C	"11.7500916"	"13.6623958"	2	4		
"648.2699"	"4.90e+06"	C	"11.7638464"	"13.6758579"	8	10		
"648.3753"	"3.67e+06"	C	"11.7528949"	"13.6645956"	4	6		
"648.4808"	"4.20e+06"	C	"11.7575319"	"13.6689216"	6	8		
"649.1222"	"1.37e+06"	C	"11.7528949"	"13.6623958"	4	4		
"649.9518"	"1.18e+06"	C	"11.7575319"	"13.6645956"	6	6		
"650.6302"	"6.91e+05"	C	"11.7638464"	"13.6689216"	8	8		
"650.7024"	"9.70e+04"	C	"11.7575319"	"13.6623958"	6	4		
"652.1110"	"4.66e+04"	C	"11.7638464"	"13.6645956"	8	6		
"659.5844"	"9.08e+04"	C	"12.1219574"	"14.0011704"	2	4		
"660.3210"	"1.09e+05"	C	"12.1263787"	"14.0034956"	4	6		
"660.6176"	"8.87e+04"	D+	"11.7528949"	"13.6291690"	4	6		
"661.1399"	"1.80e+04"	C	"12.1263787"	"14.0011704"	4	4		
"662.2543"	"7.93e+05"	D+	"11.7575319"	"13.6291690"	6	6		
"662.6990"	"2.20e+05"	D+	"11.7500916"	"13.6204726"	2	4		
"663.6938"	"1.40e+06"	D+	"11.7528949"	"13.6204726"	4	4		
"664.4962"	"3.49e+06"	D+	"11.7638464"	"13.6291690"	8	6		
"664.6503"	"2.18e+06"	D+	"11.7500916"	"13.6149817"	2	2		
